url_original,path_original,status_http,titulo_detectado,tipo_crawl,tipo_plan,url_destino_sugerida,confianza,motivo,prioridad_revision,accion_sugerida,nota
https://artiani.com.mx/producto/Alimento-para-peces-de-fondo-70-grs/ALIF-01,/producto/Alimento-para-peces-de-fondo-70-grs/ALIF-01,200,"Producto - Alimento para peces de fondo 70 grs",producto_legacy,producto,/producto/alimento-de-vacaciones-1-pieza-para-peces-pza-q150,media,tokens_compartidos_4,alta,aprobar_301_candidato,requiere_revision_destino
https://artiani.com.mx/producto/Alimento_premium_para_pez_goldfish_90_grs/ALI-90G,/producto/Alimento_premium_para_pez_goldfish_90_grs/ALI-90G,200,"Producto - Alimento_premium_para_pez_goldfish_90_grs",producto_legacy,producto,/producto/alimento-completo-premium-para-erizos-hedgehog-1kg-pza-ala-0014,media,tokens_compartidos_4,alta,aprobar_301_candidato,requiere_revision_destino
https://artiani.com.mx/producto/Croqueta-para-gato-kitten-nupec-1.5kg/KINU-02,/producto/Croqueta-para-gato-kitten-nupec-1.5kg/KINU-02,200,"Producto - Croqueta para gato kitten nupec 1.5kg",producto_legacy,producto,/producto/alimento-croqueta-para-gato-kitten-nupec-1-5-kg-pza-nuec-fenokien1500g,media,tokens_compartidos_5,alta,aprobar_301_candidato,requiere_revision_destino
https://artiani.com.mx/producto/categoria/repuestos_y_aditamentos_para_peceras,/producto/categoria/repuestos_y_aditamentos_para_peceras,200,"Categoria - Repuestos y aditamentos para peceras",categoria_legacy,categoria,/categoria/acuario-y-peces/repuestos-aditamentos-y-accesorios/repuestos-para-peceras,media,tokens_compartidos_4,alta,aprobar_301_candidato,requiere_revision_destino
https://artiani.com.mx/,/,200,"Artiani acuario, artículos para animales y más",home,home,/,exacta,home_legacy,media,aprobar_301_candidato,requiere_revision_destino
https://artiani.com.mx/contacto,/contacto,200,"Contacto - Beay",contacto,contacto,/contacto,exacta,contacto_legacy,media,aprobar_301_candidato,requiere_revision_destino
https://artiani.com.mx/index.html,/index.html,200,"Artiani acuario, artículos para animales y más",otro,home,/,exacta,home_legacy,media,aprobar_301_candidato,requiere_revision_destino
https://artiani.com.mx/producto/-Banera-casa-para-hamster-azul/TINA-01H,/producto/-Banera-casa-para-hamster-azul/TINA-01H,200,"Producto - Banera casa para hamster azul",producto_legacy,producto,,baja,coincidencia_insuficiente,media,revisar_manual,url_indexable_sin_equivalencia_confiable
https://artiani.com.mx/producto/-Grava-cacahuate-por-costal/GRA-01,/producto/-Grava-cacahuate-por-costal/GRA-01,200,"Producto - Grava cacahuate por costal",producto_legacy,producto,,baja,coincidencia_insuficiente,media,revisar_manual,url_indexable_sin_equivalencia_confiable
https://artiani.com.mx/producto/Acuario-nano-minus-15-lts/NANO-02,/producto/Acuario-nano-minus-15-lts/NANO-02,200,"Producto - Acuario nano minus 15 lts",producto_legacy,producto,,baja,coincidencia_insuficiente,media,revisar_manual,url_indexable_sin_equivalencia_confiable
https://artiani.com.mx/producto/Acuario-nano-redu-21-L/NANO-06,/producto/Acuario-nano-redu-21-L/NANO-06,200,"Producto - Acuario nano redu 21 L",producto_legacy,producto,,baja,coincidencia_insuficiente,media,revisar_manual,url_indexable_sin_equivalencia_confiable
https://artiani.com.mx/producto/Alimento-betta-premium-sobre-/ALIB-28,/producto/Alimento-betta-premium-sobre-/ALIB-28,200,"Producto - Alimento betta premium sobre",producto_legacy,producto,,baja,coincidencia_insuficiente,media,revisar_manual,url_indexable_sin_equivalencia_confiable
https://artiani.com.mx/producto/Alimento-bettabit-sobre-/ALI-50B,/producto/Alimento-bettabit-sobre-/ALI-50B,200,"Producto - Alimento bettabit sobre",producto_legacy,producto,,baja,coincidencia_insuficiente,media,revisar_manual,url_indexable_sin_equivalencia_confiable
