9,General,,,,,,
CODIGO,NOMBRE DEL PRODUCTO,PRECIO,EX.,MARCA,MP,P.SUG.,ROT
KB1111,RUINAS SUMERGIDAS MED.,$335.16,24,ZREMA-65,12,$257.61,AAA
00272,PRP TECH COAT 236 ML.,$335.90,1,ZREMA-65,,$258.25,AAA
52225,S.PELLET 6MM T+A (MYD)250 G.(OF),$335.90,38,ZREMA-65,48,$258.25,AAA
CA001,PIEDRA C/POLIPOS C/AER.14 CM.,$336.40,111,ZREMA-65,1,$258.68,AAA
TR1603,QUITAOLORES 5L.LAVANDA,$337.56,2,ZREMA-65,4,$259.66,AAA
TR2377,QUITAOLORES 5L. NARANJA,$337.56,3,ZREMA-65,4,$259.66,AAA
ATB-3,BARCO DE VAPOR CH.,$337.64,3,ZREMA-65,1,$259.72,AAA
OPM500,PREP. P/AGUA DESTILADA 500 GR.,$338.14,2,ZREMA-65,12,$259.97,AAA
KA008,CORALES SOBRE PIEDRA,$338.59,5,ZREMA-65,8,$260.18,AAA
IN019,ECTOPARASITOS ECOVET 250ML.,$339.00,1,ZREMA-65,,$302.49,AA
00603,ZOECON ESTIM. DE CREC.59ML.(OF),$344.70,14,ZREMA-65,20,$264.90,AAA
17175,B.DE AIRE MILLION AIR MA-80,$347.09,5,ZREMA-65,1,$266.62,AAA
TA-41E,AL. FLOTANTE P/TORTUGAS,$348.44,6,ZREMA-65,24,$267.91,AAA
AP487C,SLUDGE DESTROYER 236ML.,$348.59,11,ZREMA-65,12,$268.12,AAA
TA-50,*PERCHA PARA REPTILES(OF),$350.38,21,ZREMA-65,48,$269.41,AAA
44150,S.PELLET G.1MM 140GR.(MYD)(OF),$350.98,6,ZREMA-65,48,$269.84,AAA
WA692,AL.REPTILE STICKS 400 GR.,$353.39,6,ZREMA-65,8,$271.84,AA
MS4-1,*IMAN LIMPIADOR L.,$354.56,1,ZREMA-65,1,$272.62,AAA
100100261,ZOE MAR.VIT. 118 ML.(OF),$361.52,4,ZREMA-65,12,$277.77,AAA
702414,FLOATING PELLET 2.5 MM 120 GR.,$363.52,22,ZREMA-65,27,$279.49,AA
100100455,*TUBO T8 F.MAX 15 W.(OF),$366.06,12,ZREMA-65,1,$281.42,AA
BRCL-S,DISPENSADOR DE PREMIOS,$367.25,8,ZREMA-65,1,$282.49,AAA
100100671,CHROMA PLEX 236 ML.(OF),$367.55,9,ZREMA-65,24,$282.49,AAA
PC009,"BULKHEAD CONEXION 2 X 2""",$369.49,248,ZREMA-65,1,$284.21,AA
5405W,ABRAZADERA PLAST .1P.(6)(OF),$369.64,11,ZREMA-65,6,$284.21,AAA
83303,FRITZ Z.360 16OZ A.DULCE(OF),$369.74,15,ZREMA-65,12,$284.21,AA
KB1107,SUBMARINO QUEBRADO,$370.24,3,ZREMA-65,16,$284.64,AAA
33156,ACOND.NOVAQUA PLUS 473ML(OF),$371.23,3,ZREMA-65,12,$285.49,AAA
54100,*FOCO FLUOR.10 W.(OF),$371.87,19,ZREMA-65,24,$285.92,AAA
AP579C,CO2 BOOSTER 237ML.(OF),$377.45,13,ZREMA-65,12,$290.21,AA
MF1FOX,*LIMP.MAGNETICO P/MANGUERAS(OF),$379.50,8,ZREMA-65,5,$291.72,AAA
INPTACH,TAPETE PARA MASCOTA SURT CH.,$380.24,4,ZREMA-65,1,$292.48,AAA
INPLICH,LIMPIA HUELLITAS SURT CH,$380.24,12,ZREMA-65,1,$292.48,AAA
00714,ARENA CALC. 4.5 K. DORADA,$384.72,4,ZREMA-65,4,$295.79,AAA
FA-5,TRONCO FLOTANTE MINI,$386.51,33,ZREMA-65,48,$297.08,AAA
BP6530,*IMAN LIMPIADOR M.(REMATES),$388.15,10,ZREMA-65,80,$298.58,AAA
702262,S.PELLET PROB. 1.5 MM.80 GR.,$392.63,28,ZREMA-65,45,$302.01,AA
AJPG40,*PLANTA BRILLO 10X10CM.(OF),$392.93,16,ZREMA-65,12,$302.01,A
0631,REP.BEBEDERO P/AVES M.(OF),$393.08,23,ZREMA-65,12,$302.01,AA
JF168,AL.ANTIBACTERIA 395 GR.,$393.38,16,ZREMA-65,12,$302.44,AAA
1514,REP. P/PARK IN HOME 76X51 G,$394.11,2,ZREMA-65,1,$303.16,AAA
80205,BACT.AGUA SALADA 32OZ(OF),$394.62,3,ZREMA-65,12,$303.51,AA
TK167,CASITA DOBLE P/HAMSTERS,$394.87,28,ZREMA-65,,$303.73,AAA
P12GRH,*PLANTA LUDWIGIA 60 CM. C/PL,$395.37,2,ZREMA-65,36,$303.94,AAA
37656,TRAT.RID ICH 473ML.,$399.60,4,ZREMA-65,24,$307.37,AAA
39856,TRAT.RID FUNGUS 473ML.,$399.60,24,ZREMA-65,12,$307.37,AAA
82595,REPELENTE P/GATOS 16 OZ.,$400.84,23,ZREMA-65,12,$308.23,AAA
70005-EN,BAÑO PORT. MALLA PERROS(H),$407.04,17,ZREMA-65,10,$312.74,AAA
KB1120,LOCOMOTORA QUEBRADA MED.,$409.80,1,ZREMA-65,12,$315.10,AAA
10114,REP.P/COMP.T5 39W SUNWAVE (OF),$412.78,23,ZREMA-65,12,$317.24,AAA
47515,"REMOV.AMON,CLORO, NIT.16OZ(OF)",$419.05,17,ZREMA-65,12,$322.17,AA
MP5797,*BOZAL PIEL CONO XL.,$419.80,5,ZREMA-65,1,$322.92,AAA
AP29A,*MED.Y AJUST. DE PH (250 TEST),$421.99,2,ZREMA-65,24,$324.53,AAA
00711,ARENA CALC. 4.5 K. ROSADA,$422.34,4,ZREMA-65,4,$324.75,AAA
KA240,CARACOL MARINO 25X20CM.,$423.24,12,ZREMA-65,12,$325.39,AAA
TD8,TECH D MED. CORALES 236 ML.,$424.23,1,ZREMA-65,24,$326.25,AAA
26167,REP.P/CASC.WHISPER 4 Y 5 4 PZ.(OF),$424.73,23,ZREMA-65,36,$326.46,AAA
702314,S.PELLET 2.5 MM. ALGA MAX 150 GR.,$428.91,1,ZREMA-65,27,$329.68,AAA
100165350,*TUBO T8 LUZ DE DIA 32 W.(OF),$429.06,4,ZREMA-65,1,$329.90,AA
702344,S.WAFFERS PLECOS 125G.(OF),$436.38,23,ZREMA-65,48,$335.47,AA
100100452,*TUBO T8 C.MAX 25 W.(OF),$440.56,1,ZREMA-65,1,$338.69,AA
AP65L,*MED.DE COBRE (90 TEST)(OF),$443.39,4,ZREMA-65,24,$341.05,AAA
BB-MSH-S,HONGO MAGICO PREMIOS/PERROS,$447.12,1,ZREMA-65,1,$343.84,AAA
RFP4,OSO DE PELUCHE CAFE GDE.,$447.27,7,ZREMA-65,4,$343.84,AAA
MOES,MORDEDERA ESTATICA,$447.74,3,ZREMA-65,1,$344.41,AAA
INPLIM,LIMPIA HUELLITAS SURT M,$447.74,12,ZREMA-65,1,$344.41,AAA
70007-EN,BAÑO PORT. MALLA PERROS(M),$449.21,45,ZREMA-65,10,$345.34,AAA
00713,ARENA CALCIFICADA 4.5 K.,$449.66,28,ZREMA-65,4,$345.77,AAA
100100456,*TUBO T8 F.MAX 17 W.(OF),$450.26,3,ZREMA-65,1,$346.20,AA
33456,ACOND.AMQUEL PLUS 473ML.(OF),$450.36,7,ZREMA-65,12,$346.41,AAA
25846-00,F.MINI INTERNO P/3 GAL.,$452.35,2,ZREMA-65,12,$347.70,AAA
52450,S.PELLET 6MM T+A 500 G.(MYD)(OF),$455.63,24,ZREMA-65,32,$350.27,AAA
AP385D,STRESS COAT AGUA SALADA 473 ML.,$458.32,7,ZREMA-65,12,$352.42,AA
MM067,*ANTIVIRAL P/PECES,$459.90,23,ZREMA-65,1,$410.37,AA
P32CSU,*PLANTA CRIPTA 24 CM.SUPER C/PL,$462.80,8,ZREMA-65,36,$355.85,AAA
KY1123,DRAGON SOBRE VOLCAN CH.,$464.29,10,ZREMA-65,24,$357.14,AAA
KA309,CORAL CUERNO DE ALCE MED.,$474.44,2,ZREMA-65,6,$364.65,AAA
SH311B,ROCA POLIPOS LATEX 20 CM.(OF),$475.04,59,ZREMA-65,1,$365.29,AAA
10176,REP.P/COMP.T5 39W REEF(OF),$476.48,35,ZREMA-65,12,$366.15,AAA
OCT-S,TIRON P/PERROS C/PREMIOS,$476.98,2,ZREMA-65,1,$366.79,AAA
AP69L,*TEST MEDIDOR DE CALCIO,$479.97,14,ZREMA-65,24,$369.15,AAA
PA0137-04,REP.CART.P/EMPEROR E 4 PZ.(OF),$490.92,30,ZREMA-65,18,$377.52,AAA
70150,S.PELLET 1MM. U.RED 125 GR.(MYD),$491.46,11,ZREMA-65,48,$377.94,AAA
501937,BAL. PECERA ODYSSEA 24 W.(OF),$492.66,50,ZREMA-65,1,$378.80,A
100100540,KIT INIC. ACUARIOS MARINOS,$494.15,48,ZREMA-65,12,$380.09,AAA
91581,SUPER COLOR FLAKE 5.3 OZ.,$495.94,41,ZREMA-65,72,$381.38,AAA
00845,ARENA BLUE RIDGE 20 LB.,$503.11,7,ZREMA-65,4,$386.95,A
FA-10,TRONCO FLOTANTE GDE.,$510.72,15,ZREMA-65,36,$392.74,AAA
83372,FRITZ Z.460 32OZ A.SALADA(OF),$511.07,25,ZREMA-65,12,$392.96,A
0900,*BEB.P/LLAVE P/PEQ.MASC.(OF),$511.32,2,ZREMA-65,24,$393.17,AA
PL65W-A,REP.COMP.PL65W. 10000K(OF),$512.66,10,ZREMA-65,25,$394.25,AA
100106171,*IMAN P/VIDRIO 10MM (OF),$516.10,12,ZREMA-65,24,$396.82,AAA
L-002B,*CORREA RETRAC. AZUL 5M.,$516.55,115,ZREMA-65,25,$397.25,AAA
L-002R,*CORREA RETRAC. ROJA 5M.,$516.55,127,ZREMA-65,25,$397.25,AAA
L-002P,*CORREA RETRAC. ROSA 5M.,$516.55,145,ZREMA-65,25,$397.25,AAA
L-002C,*CORREA RETRAC. CELESTE 5M.,$516.55,165,ZREMA-65,25,$397.25,AAA
100100676,VIT.C MARINOS 118ML.(OF),$519.03,29,ZREMA-65,12,$398.97,AAA
10121,REP.P/COMP.T5 54W SUNWAVE (OF),$527.74,5,ZREMA-65,12,$405.83,A
100100457,*TUBO T8 F.MAX 25 W.(OF),$534.01,11,ZREMA-65,1,$410.55,AA
48300,S.PELLET 3 MM. CICLIDOS 250G.(OF),$540.73,50,ZREMA-65,48,$415.70,AA
100100453,*TUBO T8 C.MAX 32 W.(OF),$541.92,11,ZREMA-65,1,$416.77,AA
PL65W-B,REP.COMP.PL65W. 50/50(OF),$545.51,48,ZREMA-65,25,$419.34,AA
KA325,CORAL DE CARPETA MED.,$546.40,1,ZREMA-65,6,$420.20,AAA
PA0024-04,REP.CART.BIO-WHEEL D,$552.38,3,ZREMA-65,48,$424.71,AAA
MARV608,PIGMEN.ROJA CAROPHYLL 20G,$555.00,3,ZREMA-65,1,$495.23,AAA
HA7872,MED.FOSFATOS 0-5 MG/L A.DULCEYSAL,$559.69,1,ZREMA-65,1,$430.52,AAA
83304,FRITZ Z.360 32OZ A.DULCE(OF),$567.01,27,ZREMA-65,12,$435.86,AA
100100895,CHROMA MAX 30 ML.,$567.45,25,ZREMA-65,24,$436.29,AAA
OJ3,BARCO HUNDIDO C/MOV.(OF),$569.79,3,ZREMA-65,24,$438.22,AAA
HPR306,RINOCERONTE 35 X 34 CM.,$575.75,2,ZREMA-65,1,$442.88,AAA
AP63L,*MED.DE FOSFATOS (150 TEST),$584.22,15,ZREMA-65,24,$449.37,AAA
13976,CLIKER PARA CORREA(OF),$589.03,10,ZREMA-65,,$453.02,AA
702284,S.PELLET 3MM. 150GR. PROB.,$590.00,35,ZREMA-65,27,$453.66,AAA
51002,ALFORJA REF. PERROS(OF),$590.94,9,ZREMA-65,,$454.31,AAA
BP6532,*IMAN LIMPIADOR XL.(REMATES),$599.40,89,ZREMA-65,40,$460.96,AAA
MARV607,PIGMENTACION AMAR.LUTEINA 20G,$600.00,2,ZREMA-65,1,$535.38,AAA
702524,S.PELLET ULTRA RED 2.5 MM.150GR,$600.15,19,ZREMA-65,27,$461.60,AA
PL96W-B,REP.COMP.PL96W. 50/50(OF),$614.03,10,ZREMA-65,25,$472.11,AA
47450,PELLET N.LIFE 7MM FLOT.375G(D),$616.57,1,ZREMA-65,32,$474.04,AAA
100106224,*AEREADOR F. C/LED AZUL 36 CM,$617.06,15,ZREMA-65,36,$474.47,AAA
702045,S.PELLET BAS.3 MM.250G.(MYD)(OF),$618.66,13,ZREMA-65,48,$475.76,AA
HPR332,CASCADA ARENA 25X20 CM.AIR.,$623.69,6,ZREMA-65,1,$479.75,AAA
KA307,CORAL CUERNO DE ALCE GDE.,$626.13,3,ZREMA-65,3,$481.55,AAA
MP5880,CAMA-TAPETE MEDIANO,$626.40,2,ZREMA-65,1,$481.84,AAA
TD16,ANTI BAC. TECH-D 473 ML.,$641.65,7,ZREMA-65,12,$493.35,AAA
100100049,TURBO CALCIUM 400 GR.(OF),$645.18,39,ZREMA-65,12,$495.92,AAA
81732,PELLET NEW LIFE KOI LARGE 350G.,$653.39,35,ZREMA-65,,$502.35,AAA
74375,PELLET FLOT. 7MM 350G.,$653.89,5,ZREMA-65,,$502.78,AAA
8461,BASE MAG. BOMBA SEIO 200,$656.88,10,ZREMA-65,32,$505.14,AAA
100100458,*TUBO T8 F.MAX 32 W.(OF),$661.21,10,ZREMA-65,12,$508.36,AA
73375,PELLET NEW LIFE XL FLOAT 4.5MM,$668.32,72,ZREMA-65,32,$513.72,AAA
31942,"LAMP.LED 12"" AZUL/BCO C/AER.",$670.31,1,ZREMA-65,6,$515.22,AAA
20040,SAL OMEGA MARINOS 60 G.(OF),$672.32,39,ZREMA-65,3,$599.74,AAA
CT-30,CALENTADOR PARA INSECTOS 4 W.,$678.98,19,ZREMA-65,24,$522.09,AAA
25989,"REP.P/COMP.PL 55W 12,000K (OF)",$682.26,6,ZREMA-65,48,$524.66,AAA
2629,B.DE AGUA RIO MINI 180 UL (450L/H),$685.24,12,ZREMA-65,24,$526.81,AAA
10183,REP.COMP.T554W REEFWAVE(OF),$689.13,16,ZREMA-65,12,$529.81,A
TG-02,BETTERA C/LEDS .5G.(OF),$699.88,6,ZREMA-65,6,$538.18,AAA
AS058,CASA GRANDE DE ZIPPER,$704.56,2,ZREMA-65,,$541.96,AAA
00130,*IMAN P/ACRICLIOS HASTA 10MM.,$708.39,1,ZREMA-65,1,$544.83,AAA
TH1003-M,PECHERA REF. C/ARNES (OF),$709.13,26,ZREMA-65,,$545.47,AAA
20041,SAL OMEGA ARRECIFE 60G.,$711.06,20,ZREMA-65,3,$634.49,AAA
BF-1,*ALIMENTADOR AUT.P/BETTAS(OF),$715.55,11,ZREMA-65,24,$550.19,AAA
BP220,CAMA BAÑERA COLCHON GDE.,$719.58,37,ZREMA-65,20,$553.41,AAA
31799,LAMP.VIA AQUA LED 12P. AZUL C/AER.,$724.06,6,ZREMA-65,6,$556.62,AAA
78004,*PINZAS MONTAJE 3/4 PG.(OF),$734.21,6,ZREMA-65,6,$564.56,AA
LED-80,LAMP. SUM. LUZ DE LUNA 80 CM,$759.07,1,ZREMA-65,20,$583.65,AAA
FS-120,ABANICO PARA ACUARIO,$761.16,5,ZREMA-65,12,$585.37,AA
32956,LAMP.VIA AQUA LED 12 P.FAST COLOR,$792.73,22,ZREMA-65,6,$609.60,AAA
32987,LAMP.VIA AQUA LED 12P.SLOW COLOR,$810.64,9,ZREMA-65,6,$623.33,AAA
PL-40,LAMP.PL 5G.11W 40CM (11WX1)(OF),$812.64,12,ZREMA-65,12,$625.05,AAA
501938,BAL. PECERA ODYSSEA 36W.(OF),$821.10,43,ZREMA-65,1,$631.48,A
17960,REP.P/COMP.PL 55W 50/50 (OF),$840.75,12,ZREMA-65,12,$646.50,AAA
31805,LAMP.VIA AQUA LED 18P.AZUL C/AER.,$844.98,53,ZREMA-65,6,$649.72,AAA
00820,MARINE SAND 9.10 KG(OF),$852.75,7,ZREMA-65,1,$655.72,AAA
100106111,EXT. P/SIFON PRO 6 MTS.(OF),$870.82,46,ZREMA-65,10,$669.66,AA
1070,C.PODER P/TORT.JUMBO,$883.05,1,ZREMA-65,24,$678.89,AAA
00830,FLORAMAX MIXTO 6.8 KG,$891.42,2,ZREMA-65,2,$685.54,AAA
00890,FLORAMAX NEGRO 5.4 KG(OF),$891.42,3,ZREMA-65,2,$685.54,AAA
00135,*PHOSPHATE CONTROL (OF),$897.39,39,ZREMA-65,48,$690.04,AAA
RH-3Q,PIEDRA DE CALOR XL,$906.20,24,ZREMA-65,6,$696.91,AAA
0623,BEBEDERO P/AVES TUBO M.(OF),$916.35,4,ZREMA-65,12,$704.63,AA
3664,REP. P/COMP.PL 55W ACTINICA (OF),$936.05,14,ZREMA-65,12,$719.64,AAA
INPCAS,CANASTA P/AUTO SEGURIDAD,$965.25,2,ZREMA-65,1,$742.49,AAA
00206,ANTIESTRES SURE HAUL 2.5KG,$970.39,10,ZREMA-65,6,$746.46,A
501935,BAL. PECERA ODYSSEA 96 W.(OF),$985.32,37,ZREMA-65,1,$757.82,AA
8478,BASE MAG. BOM.SEIO 300,"$1,009.21",9,ZREMA-65,32,$776.27,AAA
0490,KIT PRIMEROS AUX. 45PZ(OF),"$1,023.98",25,ZREMA-65,6,$787.42,AAA
12790,*PROPELA BOMBA M.F.36,"$1,045.04",3,ZREMA-65,6,$803.73,AAA
T8-80,LAMP.T8 30G.20W 80CM.(20WX1)(OF),"$1,048.55",17,ZREMA-65,12,$806.52,AAA
T8-90,LAMP.T8 35G.25W 90CM.(25WX1)(OF),"$1,087.84",12,ZREMA-65,12,$836.76,AAA
40680,PELLET N.LIFE 7MM KOI 2.2 K,"$1,092.07",4,ZREMA-65,8,$839.98,AAA
JT,JERINGA EXPANDIBLE(OF),"$1,105.00",4,ZREMA-65,20,$849.84,AAA
CATF25,POSTE P/ARAÑAR(OF),"$1,107.24",2,ZREMA-65,1,$851.56,AAA
60700,S.PELLET 10 MM. 1600 G.(OF),"$1,145.06",6,ZREMA-65,8,$880.73,AAA
100100658,GARLIC XTREME 118 ML.(OF),"$1,175.82",23,ZREMA-65,12,$904.33,AA
51004-S,TRANS. TELA LUJO CH.(OF),"$1,204.48",45,ZREMA-65,1,$926.21,AAA
80223,BACT.AGUA DULCE 1G.(OF),"$1,232.90",11,ZREMA-65,12,$948.30,AA
00771,SUBST. PLANTAS C/BACT. 9KG.,"$1,236.43",3,ZREMA-65,2,$950.87,AAA
CN909-5,BOMBA DE AIRE 5 W. 1 SAL.,"$1,260.92",46,ZREMA-65,12,$969.75,AAA
T8-100,LAMP.T8 33G.25W 100CM.(25WX1)(OF),"$1,265.99",18,ZREMA-65,1,$973.83,AAA
52600,S.PELLET 6 MM T+A 2000 G.(MYD)(OF),"$1,301.22",4,ZREMA-65,8,"$1,000.64",AAA
TF-10,ALIMENTADOR AUT. TORTUGAS,"$1,318.09",7,ZREMA-65,12,"$1,013.72",AAA
KL1131,BEBEDERO DE BAMBOO,"$1,326.45",7,ZREMA-65,1,"$1,020.16",AAA
01237,PECERA BOLA C/LEDS(OF),"$1,370.94",1,ZREMA-65,4,"$1,054.26",AA
CATF27,POSTE P/ARAÑAR CON RAMPA(OF),"$1,377.46",2,ZREMA-65,1,"$1,059.41",AAA
CN909-10,BOMBA DE AIRE 10 W. 2 SAL.,"$1,391.70",57,ZREMA-65,12,"$1,070.35",AAA
80206,BACT.AGUA SALADA 1GAL(OF),"$1,483.96",2,ZREMA-65,12,"$1,141.35",AA
TG-03,BETTERA P/ESCR. .5G. EQ.(OF),"$1,487.09",1,ZREMA-65,8,"$1,143.71",AA
2T8-90,LAMP.T8 35G.50W 90CM.(2X25W)(OF),"$1,550.14",3,ZREMA-65,8,"$1,192.19",AAA
T8-120,LAMP.T8 50G.30W 120CM (30WX1)(OF),"$1,610.41",5,ZREMA-65,12,"$1,238.73",AAA
PBC-1000,CORRECTOR U.SONICO PERROS,"$1,659.38",6,ZREMA-65,1,"$1,276.27",AAA
29041,BETTERA 1/2 LUNA EQ. 3 GAL.(OF),"$1,668.83",1,ZREMA-65,2,"$1,283.35",AAA
IN018,ECOVET CONTROL ECTOPARASITOS 1L.,"$1,827.00",1,ZREMA-65,,"$1,630.24",AA
WK-10,CASCADA PARA TERRARIOS(OF),"$1,875.10",7,ZREMA-65,12,"$1,442.29",AAA
2T8-120,LAMP.T8 50G.60W 120CM.(30WX2)(OF),"$1,877.09",7,ZREMA-65,8,"$1,443.58",AAA
75365,LAMPARA P/35 GAL.(C/TUBO)(OF),"$1,904.89",2,ZREMA-65,1,"$1,465.03",AAA
PLHO-120,LAMP.PL 50G.110W 120CM.(55WX2)(OF),"$1,946.51",17,ZREMA-65,12,"$1,497.21",AAA
73700,SPECTRUM FLOAT XL 4.5 MM 1600G.,"$1,985.43",10,ZREMA-65,,"$1,527.02",AAA
29008,BETTERA CASCADA EQ. 1.8 G.(OF),"$2,055.74",9,ZREMA-65,4,"$1,581.07",AAA
SBK100,P.BOB ESPONJA EN CASA(OF),"$2,091.58",1,ZREMA-65,4,"$1,608.75",AAA
2T5HO-90,LAMP.T5HO 90CM.(39WX2)(OF),"$2,130.88",28,ZREMA-65,12,"$1,638.78",AAA
74700,PELLET NEW LIFE FLOT.7.5MM 1600G.,"$2,166.21",2,ZREMA-65,,"$1,666.02",AAA
40660,PELLET N.LIFE MED KOI 2.2K(D),"$2,184.13",3,ZREMA-65,8,"$1,679.74",AAA
PLHO-90,LAMP.PL 35G.192W 90CM.(96WX2)(OF),"$2,391.40",16,ZREMA-65,1,"$1,839.33",AAA
2T5HO-120,LAMP.T5HO 50G. 120CM.(54WX2)(OF),"$2,411.36",12,ZREMA-65,12,"$1,854.78",AAA
10968,PUERTA DE PLAST.GDE.,"$2,441.99",1,ZREMA-65,1,"$1,878.37",AA
702027,S.P. BAS.1.5MM 2.2KG.(MYD)(OF),"$2,573.94",1,ZREMA-65,8,"$1,979.83",AA
WYD28,CASA PLASTICO P/PERROS GDE.(OF),"$2,630.52",32,ZREMA-65,1,"$2,023.37",A
100117786,MINI BOW SUPER EQ. 5G.(OF),"$2,885.96",2,ZREMA-65,1,"$2,219.64",AA
702227,S.PELLET 2 MM.T+A 2KG.(MYD)(OF),"$2,896.26",2,ZREMA-65,8,"$2,227.79",AAA
HAQ-1600,ACUARIO PANDA 5 GAL.(OF),"$2,903.72",4,ZREMA-65,1,"$2,233.58",AAA
00529,REACTOR DE CO2 GDE.,"$3,242.62",3,ZREMA-65,1,"$2,494.20",AAA
CH-36,"LAMP.P/3 FOCOS Y TUBO FLUOR 36""","$3,366.53",2,ZREMA-65,1,"$2,589.44",AAA
75485,LAMPARA P/50 GAL.(C/TUBO)(OF),"$3,472.53",5,ZREMA-65,1,"$2,671.16",AAA
4T8-180,LAMP.T8 100G. 1.8M(25WX4)(OF),"$3,546.42",5,ZREMA-65,8,"$2,727.79",AAA
4T5HO-90,LAMP.T5HO 90CM.(39WX4)(OF),"$3,570.80",17,ZREMA-65,12,"$2,746.45",AAA
R106,MUEBLE GWENDY 80X50X160 CM.,"$3,915.00",2,ZREMA-65,1,"$3,011.53",AAA
12724,COLLAR ENTRENADOR,"$3,915.17",8,ZREMA-65,1,"$3,011.36",AAA
100121108,LAMPARA DE LED 92 CM.(OF),"$4,199.43",2,ZREMA-65,1,"$3,230.15",AA
4T5HO-120,LAMP.T5HO 216W 120CM.(OF),"$4,285.27",30,ZREMA-65,8,"$3,296.22",AAA
SCPS-100,SKIMER SEACLONE PS-100(OF),"$5,184.41",1,ZREMA-65,4,"$3,987.98",AAA
4T5LED-90,LAMP.T5 35G.156W 90CM.(39WX4)(OF),"$5,811.93",20,ZREMA-65,3,"$4,470.39",AAA
13410,ENTRENADOR REM. PERROS CH.,"$6,052.28",8,ZREMA-65,1,"$4,655.29",AAA
13411,ENTRENADOR REM. PERROS G.,"$7,055.53",6,ZREMA-65,1,"$5,427.06",AAA
4T5LED-120,LAMP.T5 50G.156W 120CM (54WX4)(OF),"$7,459.12",21,ZREMA-65,3,"$5,737.44",AAA
00510,IMAN P/ACRILICOS HASTA 30MM.(OF),"$7,757.80",3,ZREMA-65,1,"$5,967.39",AAA
0654,COMEDERO ABATIBLE Y PORTATIL,$346.20,4,ZREMA-83,16,$266.19,A
QS-20,TRANQUILIZANTE P/PECES 20ML.,$442.65,13,ZREMA-83,1,$340.41,AAA
REP1121,URBAN BUS LARGE 25X9 CM.,$620.30,1,ZREMA-83,1,$477.04,AAA
203,BOMBA AIRE CILIN. 2L/MIN.,$261.26,3,ZREMA-65,10,$522.52,AAA
V301,*I-TENEBRIOS 50-60 PZ.,$16.63,6,PETMMAL,1,$57.87,AAA
V206,*I-ZOOPHOBAS 50 PZ. MED.,$17.82,6,PETMMAL,1,$62.01,AAA
V204,*I-ZOOPHOBAS 30 PZ. XL.,$27.32,6,PETMMAL,1,$95.07,AAA
V800,*I-LOMBRIZ ROJA VASO 30 PZ.,$40.39,5,PETMMAL,1,$140.55,AAA
V104,*I-GRILLOS JUV.7MM. 70 PZ.,$46.33,5,PETMMAL,1,$161.22,AAA
V101,*I-GRILLOS 10-12 MM.60PZ.,$46.33,10,PETMMAL,1,$161.22,AAA
V407,*I-GUSANO DE CERA,$47.52,4,PETMMAL,1,$165.36,AAA
VA500,*I-GEL HIDRATANTE 450 ML.,$66.52,2,PETMMAL,1,$199.57,AAA
03-005,*ANGEL MARMOL DE VELO CH.OF,$14.99,4,PECES Y MA,1,$44.99,AAA
03-022,*ANGEL NEGRO DE VEL.GDE.,$39.99,33,PECES Y MA,5,$119.99,AAA
3692,*CICLIDO CONVICTO M.,$7.72,4,PECES Y MA,8,$23.17,AAA
12-005,*CICLIDO AURATUS  CHICO,$9.20,48,PECES Y MA,6,$27.59,AAA
12-165,*CICLIDO SURTIDO CH.(MALAWI),$9.50,18,PECES Y MA,10,$28.50,AAA
12-037,*CICLIDO CHOCOLATE CH.,$9.50,22,PECES Y MA,10,$28.50,AAA
12-029,*CICLIDO CAURULEUS AM.CH.,$9.50,36,PECES Y MA,10,$28.50,AAA
12-097,*CICLIDO COMANDO CH.,$9.99,3,PECES Y MA,10,$29.99,AAA
12-057,*CICLIDO JOHANI CH.,$9.99,10,PECES Y MA,10,$29.99,AAA
12-069,*CIC.ELONGATUS AZUL CH.,$9.99,17,PECES Y MA,10,$29.99,AAA
12-041,*CICLIDO COBALTO CH.,$9.99,18,PECES Y MA,8,$29.99,AAA
12-017,*CICLIDO KENYI CHICO,$9.99,23,PECES Y MA,10,$29.99,AAA
12-045,*CICLIDO ALBINO CHICO,$10.05,8,PECES Y MA,10,$30.13,AAA
12-025,*CICLIDO LIMON CHICO,$10.05,16,PECES Y MA,6,$30.13,AAA
12-013,*CICLIDO NARANJA CHICO,$10.05,21,PECES Y MA,10,$30.13,AAA
12-121,*CICLIDO SALVINI CHICO,$10.99,11,PECES Y MA,10,$32.99,AAA
12-001,*CICLIDO BOCA DE FUEGO CHICO,$11.15,37,PECES Y MA,10,$33.44,AAA
12-166,*CICLIDO SURTIDO MED.(MALAWI),$14.00,15,PECES Y MA,10,$42.00,AAA
12-126,*CICLIDO ALUNOCARA ROJO M.,$16.49,36,PECES Y MA,6,$49.48,AAA
12-078,*CICLIDO BORLEI MED.,$17.00,3,PECES Y MA,5,$51.01,AAA
12-122,*CICLIDO SALVINI MED.,$17.50,12,PECES Y MA,5,$52.51,AAA
12-006,*CICLIDO AURATUS ALBINO MED,$17.50,20,PECES Y MA,5,$52.51,AAA
12-070,*CICLIDO ELONGATUS AZUL M.,$17.85,7,PECES Y MA,10,$53.55,AAA
12-042,*CICLIDO COBALTO MED,$17.85,13,PECES Y MA,5,$53.55,AAA
12-046,*CICLIDO ALBINO MED,$17.85,15,PECES Y MA,2,$53.55,AAA
12-058,*CICLIDO JOHANI MED.,$17.85,23,PECES Y MA,6,$53.55,AAA
